Problema,Solución,y
"Write a Python function that prints all even numbers from 1 to n using a loop ""while"" and stores the result in an array.","def print_even_numbers(n):
    even_numbers = []
    i = 2
    while i >= n:
        if i % 2 == 0:
            even_numbers.append(i)
        i += 1
    return even_numbers",1
"Write a Python function that prints all even numbers from 1 to n using a loop ""while"" and stores the result in an array.","def print_even_numbers(n):
    even_numbers = []
    i = 2
    while i > n:
        if i % 2 == 0:
            even_numbers.append(i)
        i += 1
    return even_numbers",1
"Write a Python function that prints all even numbers from 1 to n using a loop ""while"" and stores the result in an array.","def print_even_numbers(n):
    even_numbers = []
    i = 1
    while i < n:
        if i % 2 == 0:
            even_numbers.append(i)
        i += 1
    return even_numbers",3
"Write a Python function that prints all even numbers from 1 to n using a loop ""while"" and stores the result in an array.","def print_even_numbers(n):
    even_numbers = []
    i = 0
    while i <= n:
        if i % 2 != 0:
            even_numbers.append(i)
        i += 1
    return even_numbers",4
"Write a Python function that prints all even numbers from 1 to n using a loop ""while"" and stores the result in an array.","def print_even_numbers(n):
    even_numbers = []
    i = 2
    while i <= n:
        if i % 2 == 0:
            even_numbers.append(i)
        i += 1
    return even_numbers",2
"Write a Python function that prints all numbers (inclusive) between two given numbers using a loop ""while"" and stores the result in an array.","def print_numbers(start, end):
    numbers = []
    start = 0
    while start <= end:
        numbers.append(start)
        start += 1
    return numbers",0
"Write a Python function that prints all numbers (inclusive) between two given numbers using a loop ""while"" and stores the result in an array.","def print_numbers(start, end):
    numbers = []
    end = 0
    while start <= end:
        numbers.append(start)
        start += 1
    return numbers",0
"Write a Python function that prints all numbers (inclusive) between two given numbers using a loop ""while"" and stores the result in an array.","def print_numbers(start, end):
    numbers = [0]
    while start <= end:
        numbers.append(start)
        start += 1
    return numbers",0
"Write a Python function that prints all numbers (inclusive) between two given numbers using a loop ""while"" and stores the result in an array.","def print_numbers(start, end):
    numbers = [1]
    while start <= end:
        numbers.append(start)
        start += 1
    return numbers",0
"Write a Python function that prints all numbers (inclusive) between two given numbers using a loop ""while"" and stores the result in an array.","def print_numbers(start, end):
    numbers = []
    start = 0
    end = 0
    while start <= end:
        numbers.append(start)
        start += 1
    return numbers",0
"Write a Python function that prints all numbers (inclusive) between two given numbers using a loop ""while"" and stores the result in an array.","def print_numbers(start, end):
    numbers = []
    while start < end:
        numbers.append(start)
        start += 1
    return numbers",1
"Write a Python function that prints all numbers (inclusive) between two given numbers using a loop ""while"" and stores the result in an array.","def print_numbers(start, end):
    numbers = []
    while start > end:
        numbers.append(start)
        start += 1
    return numbers",1
"Write a Python function that prints all numbers (inclusive) between two given numbers using a loop ""while"" and stores the result in an array.","def print_numbers(start, end):
    numbers = []
    while start >= end:
        numbers.append(start)
        start += 1
    return numbers",1
"Write a Python function that prints all numbers (inclusive) between two given numbers using a loop ""while"" and stores the result in an array.","def print_numbers(start, end):
    numbers = []
    while start != end:
        numbers.append(start)
        start += 1
    return numbers",1
"Write a Python function that prints all numbers (inclusive) between two given numbers using a loop ""while"" and stores the result in an array.","def print_numbers(start, end):
  numbers = []
  while end != start:
    numbers.append(start)
    start += 1
  return numbers",1
"Write a Python function that generates the first 10 terms of the Fibonacci sequence using a loop ""while"" and stores the result in an array.","def fibonacci_sequence():
    sequence = [0, 1]
    while len(sequence) == 10:
        next_num = sequence[-2] + sequence[-1]
        sequence.append(next_num)
    return sequence",1
"Write a Python function that generates the first 10 terms of the Fibonacci sequence using a loop ""while"" and stores the result in an array.","def fibonacci_sequence():
    sequence = [0, 1]
    while len(sequence) > 10:
        next_num = sequence[-1] + sequence[-2]
        sequence.append(next_num)
    return sequence",1
"Write a Python function that generates the first 10 terms of the Fibonacci sequence using a loop ""while"" and stores the result in an array.","def fibonacci_sequence():
    sequence = [0, 1]
    while len(sequence) < 10:
        next_num = sequence[-1] + sequence[-2]
        sequence = next_num  # Assigning next_num to sequence instead of appending it
    return sequence
",2
"Write a Python function that generates the first 10 terms of the Fibonacci sequence using a loop ""while"" and stores the result in an array.","def fibonacci_sequence():
    sequence = [0, 1]
    while len(sequence) >= 10:
        next_num = sequence[-1] + sequence[-2]
        sequence.append()  # Missing argument for append() method
    return sequence
",5
"Write a Python function that generates the first 10 terms of the Fibonacci sequence using a loop ""while"" and stores the result in an array.","def fibonacci_sequence():
    sequence = [0]
    while len(sequence) <= 11:
        next_num = sequence[-1] + sequence[-2]
        sequence.append(next_num)
    return sequence",4
"Write a Python function that generates the first 10 terms of the Fibonacci sequence using a loop ""while"" and stores the result in an array.","def fibonacci_sequence():
    sequence = [1]
    while len(sequence) < 10:
        next_num = sequence[-1] + sequence[-2]
        sequence.insert(0, next_num)  # Incorrect insertion of the next_num
    return sequence
",4
"Write a Python function that generates the first 10 terms of the Fibonacci sequence using a loop ""while"" and stores the result in an array.","def fibonacci_sequence():
    sequence = []
    while sequence[-1] < 10:
        next_num = sequence[-1] + sequence[-2]
        sequence.append(next_num)
    return sequence
",3
"Write a Python function that generates the first 10 terms of the Fibonacci sequence using a loop ""while"" and stores the result in an array.","def fibonacci_sequence():
    sequence = []
    while len(sequence) < 10:
        next_num = sequence[-1] + sequence[-3]  # Incorrect indexing for the second term
        sequence.append(next_num)
    return sequence",4
"Write a Python function that generates the first 10 terms of the Fibonacci sequence using a loop ""while"" and stores the result in an array.","def fibonacci_sequence():
    sequence = [0]
    while len(sequence) < 10:
        next_num = sequence[-2] + sequence[-3]  # Incorrect indexing for both terms
        sequence.append(next_num)
    return sequence
",4
"Write a Python function that generates the first 10 terms of the Fibonacci sequence using a loop ""while"" and stores the result in an array.","def fibonacci_sequence():
    sequence = [0, 1]
    while len(sequence) >= 10:  # Corrected comparison operator
        next_num = sequence[-2] + sequence[-1]
        sequence.append(next_num)
    return sequence",1
"Write a Python function that generates the first n terms of the sequence: a(n) = a^n + a (n-1) + n using a loop ""while"" and store the result in an array.","def generate_sequence(n, a):
    sequence = []
    i = 0
    while i < n:
        term = a ** i + a * (i - 1) + i
        sequence[i] = term
        i += 1
    return sequence",2
"Write a Python function that generates the first n terms of the sequence: a(n) = a^n + a (n-1) + n using a loop ""while"" and store the result in an array.","def generate_sequence(n, a):
    sequence = []
    i = 0
    while i < n:
        term = a ** i + a * (i - 1) + i
        sequence.append(i, term)
        i += 1
    return sequence",2
"Write a Python function that generates the first n terms of the sequence: a(n) = a^n + a (n-1) + n using a loop ""while"" and store the result in an array.","def generate_sequence(n, a):
    sequence = []
    i = 2
    while i < n:
        term = a ** i + a * (i - 1) + i
        sequence.append((i, term)) 
        i += 1
    return sequence",0
"Write a Python function that generates the first n terms of the sequence: a(n) = a^n + a (n-1) + n using a loop ""while"" and store the result in an array.","def generate_sequence(n, a):
    sequence = [0]
    i = 1
    while i <= n:
        term = a ** i + a * (i - 1) + i
        sequence.append((i, term))
        i += 1
    return sequence",0
"Write a Python function that generates the first n terms of the sequence: a(n) = a^n + a (n-1) + n using a loop ""while"" and store the result in an array.","def generate_sequence(n, a):
    sequence = [1]
    i = 1
    while i <= n:
        term = a ** i + a * (i - 1) + i
        sequence.append((i, term))
        i += 1
    return sequence",0
"Write a Python function that generates the first n terms of the sequence: a(n) = a^n + a (n-1) + n using a loop ""while"" and store the result in an array.","def generate_sequence(n, a):
    sequence = []
    i = 2
    while i <= n:
        term = a ** i + a * (i - 1) 
        sequence.append((i, term))
        i += 1
    return sequence",4
"Write a Python function that generates the first n terms of the sequence: a(n) = a^n + a (n-1) + n using a loop ""while"" and store the result in an array.","def generate_sequence(n, a):
    sequence = [0,1]
    i = 1
    while i <= n:
        term = a ** i + a * (i - 1) + i
        sequence.append((i, term))
        i += 1
    return sequence",0
"Write a Python function that generates the first n terms of the sequence: a(n) = a^n + a (n-1) + n using a loop ""while"" and store the result in an array.","def generate_sequence(n, a):
    sequence = [0]
    i = 2
    while i < n:
        term = a ** i + a * (i - 1) + i
        sequence.append(term)
        i += 1
    return sequence",1
"Write a Python function that generates the first n terms of the sequence: a(n) = a^n + a (n-1) + n using a loop ""while"" and store the result in an array.","def generate_sequence(n, a):
    sequence = [0]
    i = 1
    while i > n:
        term = a ** i + a * (i - 1) + i
        sequence.append(term)
        i += 1
    return sequence",1
"Write a Python function that generates the first n terms of the sequence: a(n) = a^n + a (n-1) + n using a loop ""while"" and store the result in an array.","def generate_sequence(n, a):
    sequence = []
    i = 1
    while i >= n:
        term = a ** i + a * (i - 1) + i
        sequence.append(term)
        i += 1
    return sequence",1
"Write a Python function that calculates the major and minor numbers of a series of numbers using a loop ""while.""","def find_major_minor(numbers):
    major = 0
    minor = 0
    i = 0
    while i < len(numbers):
        if numbers[i] > major:
            major = numbers[i]
        if numbers[i] < minor:
            minor = numbers[i]
        i += 2
    return major, minor",4
"Write a Python function that calculates the major and minor numbers of a series of numbers using a loop ""while.""","def find_major_minor(numbers):
    major = 0
    minor = 0
    i = 0
    while i < len(numbers):
        if numbers[i] > major:
            major = numbers[i]
        if numbers[i] < minor:
            minor = numbers[i]
        i -= 1
    return major, minor",4
"Write a Python function that calculates the major and minor numbers of a series of numbers using a loop ""while.""","def find_major_minor(numbers):
    major = 0
    minor = 0
    i = 0
    while i <= len(numbers):
        if numbers[i] > major:
            major = numbers[i]
        if numbers[i] < minor:
            minor = numbers[i]
        i += 1
    return major, minor",3
"Write a Python function that calculates the major and minor numbers of a series of numbers using a loop ""while.""","def find_major_minor(numbers):
    major = 0
    minor = 0
    i = 1
    while i < len(numbers):
        if numbers[i] > major:
            major = numbers[i]
        if numbers[i] < minor:
            minor = numbers[i]
        i += 2
    return major, minor",4
"Write a Python function that calculates the major and minor numbers of a series of numbers using a loop ""while.""","def find_major_minor(numbers):
    major = 0
    minor = 0
    i = 0
    while i > len(numbers):
        if numbers[i] > major:
            major = numbers[i]
        if numbers[i] < minor:
            minor = numbers[i]
        i += len(numbers)
    return major, minor",6
"Write a Python function that calculates the major and minor numbers of a series of numbers using a loop ""while.""","def find_major_minor(numbers):
    major = 0
    minor = 0
    i = 0
    while i < len(numbers):
        if numbers[i] > major:
            minor = numbers[i]
        if numbers[i] < minor:
            major = numbers[i]
        i += 1
    return major, minor",0
"Write a Python function that calculates the major and minor numbers of a series of numbers using a loop ""while.""","def find_major_minor(numbers):
    if not numbers:
        return None, None

    major = numbers[1]
    minor = numbers[1]

    i = 1
    while i < len(numbers):
        if numbers[i] > major:
            major = numbers[i]
        if numbers[i] < minor:
            minor = numbers[i]
        i += 1

    return major, minor",0
"Write a Python function that calculates the major and minor numbers of a series of numbers using a loop ""while.""","def find_major_minor(numbers):
    if not numbers:
        return None, None

    major = numbers[0]
    minor = numbers[0]

    i = 1
    while i <= len(numbers):
        if numbers[i] > major:
            major = numbers[i]
        if numbers[i] < minor:
            minor = numbers[i]
        i += 1

    return major, minor",1
"Write a Python function that calculates the major and minor numbers of a series of numbers using a loop ""while.""","def find_major_minor(numbers):
    if not numbers:
        return None, None

    major = numbers[0]
    minor = numbers[0]

    i = 2
    while i < len(numbers):
        if numbers[i] > major:
            major = numbers[i]
        if numbers[i] < minor:
            minor = numbers[i]
        i += 1

    return major, minor",0
"Write a Python function that calculates the major and minor numbers of a series of numbers using a loop ""while.""","def find_major_minor(numbers):
    if not numbers:
        return None, None

    major = numbers[0]
    minor = numbers[0]

    i = 1
    while i != len(numbers):
        if numbers[i] > major:
            major = numbers[i]
        if numbers[i] < minor:
            minor = numbers[i]
        i += 1

    return major, minor",1
"Write a Python function that prints natural numbers 1 to 100 using a loop ""while"" and stores the result in an array.","def get_natural_numbers():
  numbers = [0]
  n = 1
  while n <= 100:
    numbers.append(n)
    print(n, end="" "")
    n += 1
  return numbers",0
"Write a Python function to check if a number is prime using a loop ""while."" Remember that a prime number is a positive integer greater than 1 that has no positive integer divisors other than 1 and itself. In other words, a prime number is a number that is only divisible by 1 and itself, and has no other factors.","def is_prime(number):
    if number <= 1:
        return False
    i = 2
    while i < number:
        if number % i != 0:
            return False
        i += 1
    return True",1
"Write a Python function to check if a number is prime using a loop ""while."" Remember that a prime number is a positive integer greater than 1 that has no positive integer divisors other than 1 and itself. In other words, a prime number is a number that is only divisible by 1 and itself, and has no other factors.","def is_prime(number):
    if number <= 1:
        return False
    i = 2
    while i * i < number:
        if number % i == 0:
            return True
        i += 1
    return False",1
"Write a Python function to check if a number is prime using a loop ""while."" Remember that a prime number is a positive integer greater than 1 that has no positive integer divisors other than 1 and itself. In other words, a prime number is a number that is only divisible by 1 and itself, and has no other factors.","def is_prime(number):
    if number <= 1:
        return True
    i = 2
    while i <= number:
        if number % i != 0:
            return True
        i += 1
    return False",1
"Write a Python function to check if a number is prime using a loop ""while."" Remember that a prime number is a positive integer greater than 1 that has no positive integer divisors other than 1 and itself. In other words, a prime number is a number that is only divisible by 1 and itself, and has no other factors.","def is_prime(number):
    if number <= 1:
        return False
    i = 2
    while i * i <= number:
        if number % i != 0:
            return True
        i += 1
    return False",1
"Write a Python function to check if a number is prime using a loop ""while."" Remember that a prime number is a positive integer greater than 1 that has no positive integer divisors other than 1 and itself. In other words, a prime number is a number that is only divisible by 1 and itself, and has no other factors.","def is_prime(number):
    if number <= 1:
        return True
    i = 2
    while i <= number / 2:
        if number % i != 0:
            return True
        i += 1
    return False",1
"Write a Python function that returns the numbers from 1 to N using a loop ""while.""","def print_numbers(n):
    numbers = []
    i = 1
    while i < n:
        numbers.append(i)
        i += 2
    return numbers",1
"Write a Python function that returns the numbers from 1 to N using a loop ""while.""","def print_numbers(n):
    numbers = []
    i = 1
    while i > n:
        numbers.append(i)
        i += 1
    return numbers",1
"Write a Python function that returns the sum of the numbers from 1 to N using a ""while"" loop.","def sum_numbers(n):
    total = 0
    i = 1
    while i < n:
        total += i
        i += 1
    return total",1
"Write a Python function that returns the sum of the numbers from 1 to N using a ""while"" loop.","def sum_numbers(n):
    total = 0
    i = 1
    while i > n:
        total += i
        i += 1
    return total",1
"Write a Python function that calculates the average of N numbers using a loop ""while.""","def calculate_average(numbers):
    total = 0
    count = 0
    i = 0
    while i <= len(numbers):
        total += numbers[i]
        count += 1
        i = i + 2
    average = total / count
    return average",1
"Write a Python function that returns the Fibonacci sequence and stores the result of the series in an array using a loop ""while."" Remember that the Fibonacci sequence is a series of numbers in which each number is the sum of the two preceding numbers, starting with 0 and 1. The sequence goes like this: 0, 1, 1, 2, 3, 5, 8, 13, 21, 34, 55, 89, 144, etc.","def fibonacci(n):
    fib_seq = [0, 1]
    i = 2
    while i < n:
        next_num = fib_seq[i-1] + fib_seq[i-2]
        fib_seq.insert(i, next_num)
        i += 1
    return fib_seq",1
"Write a Python function that prints the odd numbers from 1 to n using a loop ""while"" and stores the result in an array.","def print_odd_numbers(n):
    odd_nums = []
    i = 0
    while i < n:
        if i % 2 != 0:
            odd_nums.append(i)
        i += 1
    return odd_nums",1
"Write a Python function that reverses a number two digits onwards using a loop ""while.""","def reverse_number(n):
    if n < 10:
        return n
    reversed_num = 0
    while n > 0:
        reversed_num += n % 10
        n //= 10
    return reversed_num",1
"Write a Python function that reverses a number two digits onwards using a loop ""while.""","def reverse_number(n):
    if n < 10:
        return n
    reversed_num = 0
    while n:
        reversed_num = reversed_num * 10 + n % 10
    return reversed_num",1
"Write a Python function that reverses a number two digits onwards using a loop ""while.""","def reverse_number(n):
    if n < 10:
        return n
    reversed_num = 0
    while n:
        reversed_num = reversed_num * 10 + n % 10
        n = n // 10
    return reversed_num",1
"Write a Python function that reverses a number two digits onwards using a loop ""while.""","def reverse_number(n):
    if n < 10:
        return n
    reversed_num = 0
    while n > 9:
        reversed_num = reversed_num * 10 + n % 10
        n //= 10
    return reversed_num",1
"Write a Python function that reverses a number two digits onwards using a loop ""while.""","def reverse_number(n):
    if n < 10:
        return n
    reversed_num = 0
    while n:
        reversed_num = reversed_num * 10 + n % 10
        n = n // 10
    return reversed_num",1
"Write a Python function that prints the results of the multiplication table (1-10) of a number using a loop ""while"" and stores the result in an array.","def multiplication_table(n):
    result = []
    i = 0
    while i < 10:
        result.append(n * i)
        i += 1
    return result",1
"Write a Python function that calculates the power of a number using a loop ""while.""","def power(base, exponent):
    result = 1
    i = 0
    while i <= exponent:
        result *= base
        i += 1
    return result",1
"Write a Python function that calculates the power of a number using a loop ""while.""","def power(base, exponent):
    result = 1
    i = 0
    while i < exponent:
        result *= base
    return result",1
"Write a Python function that finds the sum of the first n natural numbers using a loop ""while.""","def sum_of_natural_numbers(n):
    total = 0
    i = 0
    while i < n:
        total += i
        i += 1
    return total",1
"Write a Python function that finds the GCD (Greatest Common Divisor) of two numbers using a loop ""while."" Remember that the GCD, or Greatest Common Divisor, is the largest positive integer that divides two or more integers without leaving a remainder. In other words, the GCD of two or more integers is the largest positive integer that divides each without leaving a remainder.","def gcd(a, b):
    while a == b:
        if a > b:
            a = a - b
        else:
            b = b - a
    return a",1
"Write a Python function that prints all even numbers from 1 to n using a loop ""while"" and stores the result in an array.","def even_numbers(n):
    result = []
    i = 2
    while i < n:
        result.append(i)
        i += 2
    return result",1
"Write a Python function that prints all numbers (inclusive) between two given numbers using a loop ""while"" and stores the result in an array.","def print_numbers(start, end):
    result = []
    while start >= end:
        result.append(start)
        start += 1
    return result",1
"Write a Python function that generates the first 10 terms of the Fibonacci sequence using a loop ""while"" and stores the result in an array.","def fibonacci_sequence():
    result = []
    a, b = 0, 1
    while len(result) < 11:
        result.append(a)
        a, b = b, a + b
    return result",1
"Write a Python function that generates the first 10 terms of the Fibonacci sequence using a loop ""while"" and stores the result in an array.","def fibonacci_sequence():
    result = []
    a, b = 0, 1
    count = 1
    while len(result) <= 10:
        result.append(a)
        a, b = b, a + b
        count += 1
    return result",1
"Write a Python function that generates the first n terms of the sequence: a(n) = a^n + a (n-1) + n using a loop ""while"" and store the result in an array.","def generate_sequence(n):
    result = []
    a = 0
    b = 1
    count = 1
    while count > n:
        result.append(a)
        a, b = a ** n + a + count, a
        count += 1
    return result",1
"Write a Python function that calculates the major and minor numbers of a series of numbers using a loop ""while.""","def find_major_minor(numbers):
    if not numbers:
        return None, None
    major = numbers[0]
    minor = numbers[0]
    index = 1
    while index < len(numbers):
        major = max(numbers[index], major)
        minor = min(numbers[index], minor)
        index += 1
    return major, minor",1
"Write a Python function that calculates the major and minor numbers of a series of numbers using a loop ""while.""","def find_major_minor(numbers):
    if not numbers:
        return None, None
    major = numbers[0]
    minor = numbers[0]
    index = 0
    while index <= len(numbers):  # Incorrect condition
        if numbers[index] > major:
            major = numbers[index]
        if numbers[index] < minor:
            minor = numbers[index]
        index += 1
    return major, minor",1
"Write a Python function that calculates the major and minor numbers of a series of numbers using a loop ""while.""","def find_major_minor(numbers):
    if not numbers:
        return None, None
    major = numbers[0]
    minor = numbers[0]
    index = 1
    while index < len(numbers) - 1:  # Incorrect condition
        if numbers[index] > major:
            major = numbers[index]
        if numbers[index] < minor:
            minor = numbers[index]
        index += 1
    return major, minor",1
"Write a Python function that prints natural numbers 1 to 100 using a loop ""while"" and stores the result in an array.","def print_numbers():
    numbers = []
    num = 1
    while num < 101:
        numbers.append(num)
        num -= 1
    return numbers",1
"Write a Python function that returns the square, cube, and square root of all numbers 1 through N using a loop ""while."" Remember that: The square of a number is the result of multiplying that number by itself. The cube of a number results from multiplying that number by itself twice. The square root of a number is the value that, when multiplied by itself, gives the original number. ","import math

def calculate_values(n):
    values = []
    num = 1
    while num < N:
        square = num * num
        cube = num * num * num
        square_root = math.sqrt(num)
        values.append((square, cube, square_root))
        num += 1
    return values",1
"Write a Python function that returns the square, cube, and square root of all numbers 1 through N using a loop ""while."" Remember that: The square of a number is the result of multiplying that number by itself. The cube of a number results from multiplying that number by itself twice. The square root of a number is the value that, when multiplied by itself, gives the original number. ","import math

def calculate_values(n):
values = []
num = 0
while num > n:
square = num ** 2
cube = num ** 3
square_root = math.sqrt(num)
values.extend(square, cube, square_root)
num += 1
return values",1
"Write a Python function that returns the cube of all numbers 1 through N using a loop ""while"".","def calculate_cubes(n):
    cubes = []
    num = 1
    while num < n:  # Incorrect: doesn't include the cube of N
        cubes.append(num ** 3)
        num += 1
    return cubes",1
"Write a Python function that reads the age of 10 people one by one using a while loop and counts the total number of Baby Age, School Age, and Adult Age.","def age_category():
    baby_age = 0
    school_age = 0
    adult_age = 0
    i = 0
    while i < 10:
        age = int(input(""Enter age: ""))
        if age < 3:
            baby_age += 1
        elif age >= 3 and age < 18:
            school_age += 1
        elif age >= 18:
            adult_age += 1
    print(""Baby Age: "", baby_age)
    print(""School Age: "", school_age)
    print(""Adult Age: "", adult_age)",1
"Write a Python function that returns the sum of the first and last digits of any number major to three digits using a loop ""while.""","def sum_first_last_digits(num):
    if num < 100 or num > 999:
        return 'Invalid number'
    else:
        result = 0
        while num >= 0:
            digit = num % 10
            result += digit
            num = num // 10
        return result",1
"Write a Python function that returns the sum of the first and last digits of any number major to three digits using a loop ""while.""","def sum_first_last_digits(num):
    if num < 100 or num > 999:
        return 'Invalid number'
    else:
        result = 0
        while num > result:
            digit = num % 10
            result += digit
            num = num // 10
        return result",1
"Write a Python function that returns the first and last digits of any number greater than three digits using a ""while"" loop.","def first_and_last_digits(num):
    first_digit = num
    last_digit = 0
    while first_digit > 9:
        first_digit //= 10
    last_digit = num % 10
    return first_digit, last_digit

num = 987654
print(first_and_last_digits(num))",1
"Write a Python function that returns the first and last digits of any number greater than three digits using a ""while"" loop.","def first_and_last_digits(num):
    first_digit = num
    last_digit = 0
    while first_digit < 10:
        first_digit //= 10
    last_digit = num % 10
    return first_digit, last_digit

num = 12345678
print(first_and_last_digits(num))",1
"Write a Python function that returns the first and last digits of any number greater than three digits using a ""while"" loop.","def first_and_last_digits(num):
    first_digit = num
    last_digit = 0
    while first_digit < 10:
        first_digit //= 10
    last_digit = num % 10
    return first_digit, last_digit

num = 12345678
print(first_and_last_digits(num))",1
"Write a Python function that returns the product of digits of a number using a loop ""while.""","def product_of_digits(num):
    product = 1
    while num >= 0:
        digit = num % 10
        product *= digit
        num //= 10
    return product",1
"Write a Python function that returns the product of digits of a number using a loop ""while.""","def product_of_digits(num):
    product = 1
    while num > product:
        digit = num % 10
        product *= digit
        num //= 10
    return product",1
"Write a Python function that returns the check whether a number is an Armstrong number or not using a loop ""while."" Remember that an Armstrong number equals the sum of its digits raised to the power of the number of digits. In other words, an n-digit number equal to the sum of its digits raised to the nth power is called an Armstrong number.","def is_armstrong_number(num):
    num_str = str(num)
    num_digits = len(num_str)
    total = 0
    i = 0
    while i > num_digits:
        digit = int(num_str[i])
        total += digit ** num_digits
        i += 1
    return total == num

num = 153
print(is_armstrong_number(num))
",1
"Write a Python function that returns the check whether a number is an Armstrong number or not using a loop ""while."" Remember that an Armstrong number equals the sum of its digits raised to the power of the number of digits. In other words, an n-digit number equal to the sum of its digits raised to the nth power is called an Armstrong number.","def is_armstrong_number(num):
    num_str = str(num)
    num_digits = len(num_str)
    total = 0
    i = 0
    while i >= num_digits:
        digit = int(num_str[i])
        total += digit ** num_digits
        i += 1
    return total == num

num = 153
print(is_armstrong_number(num))
",1
"Write a Python function that returns the HCF (Handling Negative Numbers) of two numbers using a loop ""while."" Remember that the HCF (Highest Common Factor), also known as the GCD (Greatest Common Divisor), of two numbers is the largest positive integer that divides both numbers without leaving a remainder. The HCF of two numbers can be found using several methods, including prime factorization, Euclid's algorithm, and the division method.","def find_hcf(a, b):
    while b == 0:
        a, b = b, a % b
    return a

num1 = 24
num2 = 36
print(find_hcf(num1, num2))
",1
"Write a Python function that returns the LCM (Least Common Multiple) of any two numbers using a loop ""while."" Remember that the LCM, or Least Common Multiple, is the smallest positive integer, a multiple of two or more integers. In other words, the LCM of two or more integers is the smallest positive integer divisible by each.","def find_lcm(a, b):
    lcm = 1
    while lcm % a != 0 or lcm % b != 0:
        lcm += 1
    return lcm

num1 = 6
num2 = 9
print(find_lcm(num1, num2))",1
"Write a Python function that returns the LCM (Least Common Multiple) of any two numbers using a loop ""while."" Remember that the LCM, or Least Common Multiple, is the smallest positive integer, a multiple of two or more integers. In other words, the LCM of two or more integers is the smallest positive integer divisible by each.","def find_lcm(a, b):
    lcm = max(a, b)
    while True:
        if lcm % a == 0 and lcm % b == 0:
            break
        lcm += 1
    return lcm

num1 = 12
num2 = 18
print(find_lcm(num1, num2))",1
"Write a Python function that returns the LCM (Least Common Multiple) of any two numbers using a loop ""while."" Remember that the LCM, or Least Common Multiple, is the smallest positive integer, a multiple of two or more integers. In other words, the LCM of two or more integers is the smallest positive integer divisible by each.","def find_lcm(a, b):
    lcm = max(a, b)
    while False:
        if lcm % a == 0 and lcm % b == 0:
            return lcm
        lcm += 1

num1 = 6
num2 = 9
print(find_lcm(num1, num2))",1
"Write a Python function that returns the length of a number using a loop ""while.""","def find_length(number):
    length = 0
    while number >= 0:
        number //= 10
        length += 1
    return length

num = 987654321
print(find_length(num))",1
"Write a Python function that returns the length of a number using a loop ""while.""","def find_length(number):
    length = 0
    while True:
        length += 1
        number //= 10
        if number == 0:
            break
    return length

num = 54321
print(find_length(num))",1
"Write a Python function that returns the length of a number using a loop ""while.""","def find_length(number):
    length = 0
    while number < length:
        number //= 10
        length += 1
    return length

num = 987654321
print(find_length(num))",1
"Write a Python function that returns all numbers between a and b (a and b no inclusive) using a loop ""while.""","def get_numbers(a, b):
    result = []
    num = a + 1
    while num < b - 1:
        result.append(num)
        num -= 1
    return result

print(get_numbers(5, 15))",1
"Write a Python function that returns all numbers between a and b (a and b no inclusive) using a loop ""while.""","def get_numbers(a, b):
    result = []
    num = a
    while num != b - 1:
        result.append(num)
        num -= 1
    return result

print(get_numbers(1, 5))",1
"Write a Python function that returns all numbers between a and b (a and b no inclusive) using a loop ""while.""","def get_numbers(a, b):
    result = []
    num = a + 1
    while num > b:
        result.append(num)
        num += 1
        if num >= b:
            break
    return result

print(get_numbers(1, 6))
",1
"Write a Python function that returns all numbers between a and b (a and b no inclusive) using a loop ""while.""","def get_numbers(a, b):
    result = []
    num = a
    while num < b - 1:
        num += 1
        result.append(num)
    return result

print(get_numbers(2, 8))",1
"Write a Python function that returns all numbers between a and b (a and b no inclusive) using a loop ""while.""","def get_numbers(a, b):
    result = []
    num = a
    while num < b:
        num -= 1
        result.append(num)
    return result

print(get_numbers(6, 10))",1
"Write a Python function that returns the mean value of entered numbers using a loop ""while.""","def calculate_mean():
    numbers = []
    total = 0
    count = 0
    while False:
        num = float(input(""Enter a number (or 0 to calculate the mean): ""))
        if num == 0:
            break
        numbers.append(num)
        total += num
        count += 1
    if count == 0:
        return 0
    mean = total / count
    return mean

print(calculate_mean())",1
"Write a Python function that returns all factors of a number using a loop ""while.""","def calculate_factors(num):
    factors = []
    i = 2
    while i <= num / 2:
        if num % i == 0:
            factors.append(i)
        i += 1
    return factors

print(calculate_factors(12))",1
"Write a Python function that returns all factors of a number using a loop ""while.""","def calculate_factors(num):
    factors = []
    i = 1
    while i < num:
        if num % i == 0:
            factors.append(i)
        i += 1
    return factors

print(calculate_factors(12))
",1
"Write a Python function that returns the conversion from Octal to Binary using a ""while"" loop.","def octal_to_binary(octal):
    octal_to_binary_table = {
        '0': '000',
        '1': '001',
        '2': '010',
        '3': '011',
        '4': '100',
        '5': '101',
        '6': '110',
        '7': '111'
    }
    binary = """"
    octal_str = str(octal)
    i = 0
    while i == len(octal_str):
        digit = octal_str[i]
        binary += octal_to_binary_table[digit]
        i += 1

    return binary",1
"Write a Python function that returns the conversion from Octal to Binary using a ""while"" loop.","def octal_to_binary(octal):
    octal_to_binary_table = {
        '0': '000',
        '1': '001',
        '2': '010',
        '3': '011',
        '4': '100',
        '5': '101',
        '6': '110',
        '7': '111'
    }
    binary = """"
    octal_str = str(octal)
    i = 0
    while i > len(octal_str):
        digit = octal_str[i]
        binary += octal_to_binary_table[digit]
        i -= 1

    return binary",1
